,name,deeplinks
979,voyager-token,https://www.coingecko.com/en/coins/voyager-token
980,conun,https://coinmarketcap.com/currencies/conun
981,v-systems,https://www.coingecko.com/en/coins/v-systems
982,wom-protocol,https://coinmarketcap.com/currencies/wom-protocol
983,chimpion,https://www.coingecko.com/en/coins/chimpion
984,troy,https://coinmarketcap.com/currencies/troy
985,xdai-stake,https://www.coingecko.com/en/coins/xdai-stake
986,stem-cell-coin,https://coinmarketcap.com/currencies/stem-cell-coin
987,solve-care,https://www.coingecko.com/en/coins/solve-care
988,agavecoin,https://coinmarketcap.com/currencies/agavecoin
989,bitmax-token,https://www.coingecko.com/en/coins/bitmax-token
990,harvest-finance,https://coinmarketcap.com/currencies/harvest-finance
991,fetch-ai,https://www.coingecko.com/en/coins/fetch-ai
992,noia-network,https://coinmarketcap.com/currencies/noia-network
993,wanchain,https://www.coingecko.com/en/coins/wanchain
994,massnet,https://coinmarketcap.com/currencies/massnet
995,polymath-network,https://www.coingecko.com/en/coins/polymath-network
996,bhex-token,https://coinmarketcap.com/currencies/bhex-token
997,usdk,https://www.coingecko.com/en/coins/usdk
998,funfair,https://coinmarketcap.com/currencies/funfair
999,dia,https://www.coingecko.com/en/coins/dia
